,Event,max,min,avg,pct
6840,ComponentTickTime/SPAbilityComponent/BP_SP_yanshishi_C/SPAbilityComponent,0.0,0.0,0.0,0.00%
6841,ComponentTickTime/SPAbilityComponent/BP_SP_yaoshifu_C/SPAbilityComponent,11.453,0.079,1.231,0.00%
6842,ComponentTickTime/SPAbilityComponent/BP_SP_zhaocaiwa_C/SPAbilityComponent,0.0,0.0,0.0,0.00%
6843,ComponentTickTime/SPAbilityComponent/BP_SP_zhuzixiong_C/SPAbilityComponent,4.728,0.01,0.249,0.00%
6844,ComponentTickTime/SPAbilityComponent/BP_SP_zidiemiao_C/SPAbilityComponent,0.0,0.0,0.0,0.00%
6845,ComponentTickTime/SPAbilityComponent/BP_StarPBuilding_Function_Incubator_C/SPAbilityComponent,0.0,0.0,0.0,0.00%
6846,ComponentTickTime/SPCharTagComponent/BP_SP_ChiYingZhuQue_C/SPCharTagComponent,0.004,0.0,0.0,0.00%
6847,ComponentTickTime/SPCharTagComponent/BP_SP_Cuilingying_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6848,ComponentTickTime/SPCharTagComponent/BP_SP_Danxiaogui_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6849,ComponentTickTime/SPCharTagComponent/BP_SP_HuZhongJun_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6850,ComponentTickTime/SPCharTagComponent/BP_SP_Huojiaoyou_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6851,ComponentTickTime/SPCharTagComponent/BP_SP_Kun_C/SPCharTagComponent,0.016,0.0,0.0,0.00%
6852,ComponentTickTime/SPCharTagComponent/BP_SP_LeiDianLu_C/SPCharTagComponent,0.014,0.0,0.0,0.00%
6853,ComponentTickTime/SPCharTagComponent/BP_SP_Moguiyu_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6854,ComponentTickTime/SPCharTagComponent/BP_SP_PawnAI_Weidaohui_01_AttackStaves_C/SPCharTagComponent,0.002,0.0,0.0,0.00%
6855,ComponentTickTime/SPCharTagComponent/BP_SP_PawnAI_Weidaohui_01_HealStaves_C/SPCharTagComponent,0.001,0.0,0.0,0.00%
6856,ComponentTickTime/SPCharTagComponent/BP_SP_PawnAI_Weidaohui_02_Pistol_C/SPCharTagComponent,0.016,0.0,0.0,0.00%
6857,ComponentTickTime/SPCharTagComponent/BP_SP_PawnAI_Weidaohui_02_Stick_C/SPCharTagComponent,0.001,0.0,0.0,0.00%
6858,ComponentTickTime/SPCharTagComponent/BP_SP_PawnAI_Weidaohui_04_Heavysword_C/SPCharTagComponent,0.002,0.0,0.0,0.00%
6859,ComponentTickTime/SPCharTagComponent/BP_SP_PawnAI_Weidaohui_04_Shotgun_C/SPCharTagComponent,0.012,0.0,0.0,0.00%
6860,ComponentTickTime/SPCharTagComponent/BP_SP_PawnAI_Xingmozong_01_AttackStaves_C/SPCharTagComponent,0.001,0.0,0.0,0.00%
6861,ComponentTickTime/SPCharTagComponent/BP_SP_PawnAI_Xingmozong_01_Pistol_C/SPCharTagComponent,0.043,0.0,0.0,0.00%
6862,ComponentTickTime/SPCharTagComponent/BP_SP_PawnAI_Xingmozong_04_Sword_C/SPCharTagComponent,0.003,0.0,0.0,0.00%
6863,ComponentTickTime/SPCharTagComponent/BP_SP_ShanXingXing_C/SPCharTagComponent,0.001,0.0,0.0,0.00%
6864,ComponentTickTime/SPCharTagComponent/BP_SP_Suanniniu_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6865,ComponentTickTime/SPCharTagComponent/BP_SP_TIANGOU_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6866,ComponentTickTime/SPCharTagComponent/BP_SP_Xingxingquan_C/SPCharTagComponent,0.001,0.0,0.0,0.00%
6867,ComponentTickTime/SPCharTagComponent/BP_SP_Yezhu01_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6868,ComponentTickTime/SPCharTagComponent/BP_SP_Yezhu02_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6869,ComponentTickTime/SPCharTagComponent/BP_SP_ZhuLiYe_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6870,ComponentTickTime/SPCharTagComponent/BP_SP_baobaolong_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6871,ComponentTickTime/SPCharTagComponent/BP_SP_bingbao_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6872,ComponentTickTime/SPCharTagComponent/BP_SP_boss_yaodiexian_C/SPCharTagComponent,0.032,0.0,0.001,0.00%
6873,ComponentTickTime/SPCharTagComponent/BP_SP_caiji_C/SPCharTagComponent,0.013,0.0,0.0,0.00%
6874,ComponentTickTime/SPCharTagComponent/BP_SP_caodie_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6875,ComponentTickTime/SPCharTagComponent/BP_SP_chuanshanke_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6876,ComponentTickTime/SPCharTagComponent/BP_SP_dilaer_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6877,ComponentTickTime/SPCharTagComponent/BP_SP_fajiaohou_C/SPCharTagComponent,0.002,0.0,0.0,0.00%
6878,ComponentTickTime/SPCharTagComponent/BP_SP_gongchengshi_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6879,ComponentTickTime/SPCharTagComponent/BP_SP_haolengwa_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6880,ComponentTickTime/SPCharTagComponent/BP_SP_huasanxi_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6881,ComponentTickTime/SPCharTagComponent/BP_SP_huiwuyao_C/SPCharTagComponent,0.018,0.0,0.001,0.00%
6882,ComponentTickTime/SPCharTagComponent/BP_SP_huoxiongmao_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6883,ComponentTickTime/SPCharTagComponent/BP_SP_jingangshu_C/SPCharTagComponent,0.001,0.0,0.0,0.00%
6884,ComponentTickTime/SPCharTagComponent/BP_SP_lanbeike_C/SPCharTagComponent,0.022,0.0,0.0,0.00%
6885,ComponentTickTime/SPCharTagComponent/BP_SP_leihou_C/SPCharTagComponent,0.018,0.0,0.0,0.00%
6886,ComponentTickTime/SPCharTagComponent/BP_SP_linhexian_C/SPCharTagComponent,0.001,0.0,0.0,0.00%
6887,ComponentTickTime/SPCharTagComponent/BP_SP_longmaju_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6888,ComponentTickTime/SPCharTagComponent/BP_SP_maoyanji_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6889,ComponentTickTime/SPCharTagComponent/BP_SP_mifeng_C/SPCharTagComponent,0.017,0.0,0.0,0.00%
6890,ComponentTickTime/SPCharTagComponent/BP_SP_nainiu_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6891,ComponentTickTime/SPCharTagComponent/BP_SP_nanguahou_C/SPCharTagComponent,0.002,0.0,0.0,0.00%
6892,ComponentTickTime/SPCharTagComponent/BP_SP_pihuoxi_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6893,ComponentTickTime/SPCharTagComponent/BP_SP_pupu_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6894,ComponentTickTime/SPCharTagComponent/BP_SP_qianshanniu_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6895,ComponentTickTime/SPCharTagComponent/BP_SP_qingtongniao_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6896,ComponentTickTime/SPCharTagComponent/BP_SP_rongrongyang_C/SPCharTagComponent,0.016,0.0,0.0,0.00%
6897,ComponentTickTime/SPCharTagComponent/BP_SP_shuimu_C/SPCharTagComponent,0.03,0.0,0.0,0.00%
6898,ComponentTickTime/SPCharTagComponent/BP_SP_songsongyu_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6899,ComponentTickTime/SPCharTagComponent/BP_SP_suanniniu_yazhong_C/SPCharTagComponent,0.001,0.0,0.0,0.00%
6900,ComponentTickTime/SPCharTagComponent/BP_SP_tanglangren_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6901,ComponentTickTime/SPCharTagComponent/BP_SP_tianlu_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6902,ComponentTickTime/SPCharTagComponent/BP_SP_xingmeng_C/SPCharTagComponent,0.043,0.0,0.001,0.00%
6903,ComponentTickTime/SPCharTagComponent/BP_SP_xizaoe_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6904,ComponentTickTime/SPCharTagComponent/BP_SP_xuanma_C/SPCharTagComponent,0.002,0.0,0.0,0.00%
6905,ComponentTickTime/SPCharTagComponent/BP_SP_yanshifu_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6906,ComponentTickTime/SPCharTagComponent/BP_SP_yanshishi_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6907,ComponentTickTime/SPCharTagComponent/BP_SP_yaoshifu_C/SPCharTagComponent,0.029,0.0,0.002,0.00%
6908,ComponentTickTime/SPCharTagComponent/BP_SP_zhaocaiwa_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6909,ComponentTickTime/SPCharTagComponent/BP_SP_zhuzixiong_C/SPCharTagComponent,0.015,0.0,0.0,0.00%
6910,ComponentTickTime/SPCharTagComponent/BP_SP_zidiemiao_C/SPCharTagComponent,0.0,0.0,0.0,0.00%
6911,ComponentTickTime/SPGameCharBurdenComponent/BP_SPGameCharacter_C/SPGameCharBurdenComponent,0.112,0.0,0.006,0.00%
6912,ComponentTickTime/SPGameCharInputComponent/BP_SPGameCharacter_C/SPGameCharInputComponent,0.176,0.038,0.076,0.00%
6913,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_ChiYingZhuQue_C/BP_SPGameMonsterFaceEmoteComponent_C,0.03,0.0,0.001,0.00%
6914,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_Cuilingying_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6915,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_Danxiaogui_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6916,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_HuZhongJun_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6917,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_Huojiaoyou_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6918,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_Kun_C/BP_SPGameMonsterFaceEmoteComponent_C,0.044,0.0,0.004,0.00%
6919,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_LeiDianLu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.024,0.0,0.001,0.00%
6920,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_Moguiyu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6921,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_PawnAI_Weidaohui_01_AttackStaves_C/BP_SPGameMonsterFaceEmoteComponent_C,0.021,0.0,0.001,0.00%
6922,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_PawnAI_Weidaohui_01_HealStaves_C/BP_SPGameMonsterFaceEmoteComponent_C,0.033,0.0,0.0,0.00%
6923,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_PawnAI_Weidaohui_02_Pistol_C/BP_SPGameMonsterFaceEmoteComponent_C,0.022,0.0,0.001,0.00%
6924,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_PawnAI_Weidaohui_02_Stick_C/BP_SPGameMonsterFaceEmoteComponent_C,0.016,0.0,0.0,0.00%
6925,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_PawnAI_Weidaohui_04_Heavysword_C/BP_SPGameMonsterFaceEmoteComponent_C,0.016,0.0,0.001,0.00%
6926,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_PawnAI_Weidaohui_04_Shotgun_C/BP_SPGameMonsterFaceEmoteComponent_C,0.016,0.0,0.0,0.00%
6927,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_PawnAI_Xingmozong_01_AttackStaves_C/BP_SPGameMonsterFaceEmoteComponent_C,0.017,0.0,0.001,0.00%
6928,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_PawnAI_Xingmozong_01_Pistol_C/BP_SPGameMonsterFaceEmoteComponent_C,0.033,0.0,0.003,0.00%
6929,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_PawnAI_Xingmozong_04_Sword_C/BP_SPGameMonsterFaceEmoteComponent_C,0.034,0.0,0.003,0.00%
6930,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_ShanXingXing_C/BP_SPGameMonsterFaceEmoteComponent_C,0.002,0.0,0.0,0.00%
6931,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_Suanniniu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6932,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_TIANGOU_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6933,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_Xingxingquan_C/BP_SPGameMonsterFaceEmoteComponent_C,0.019,0.0,0.0,0.00%
6934,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_Yezhu01_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6935,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_Yezhu02_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6936,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_ZhuLiYe_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6937,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_baobaolong_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6938,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_bingbao_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6939,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_boss_yaodiexian_C/BP_SPGameMonsterFaceEmoteComponent_C,0.082,0.0,0.003,0.00%
6940,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_caiji_C/BP_SPGameMonsterFaceEmoteComponent_C,0.052,0.0,0.002,0.00%
6941,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_caodie_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6942,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_chuanshanke_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6943,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_dilaer_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6944,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_fajiaohou_C/BP_SPGameMonsterFaceEmoteComponent_C,0.019,0.0,0.0,0.00%
6945,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_gongchengshi_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6946,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_haolengwa_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6947,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_huasanxi_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6948,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_huiwuyao_C/BP_SPGameMonsterFaceEmoteComponent_C,0.048,0.0,0.007,0.00%
6949,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_huoxiongmao_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6950,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_jingangshu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.001,0.0,0.0,0.00%
6951,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_lanbeike_C/BP_SPGameMonsterFaceEmoteComponent_C,0.014,0.0,0.0,0.00%
6952,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_leihou_C/BP_SPGameMonsterFaceEmoteComponent_C,0.037,0.0,0.003,0.00%
6953,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_linhexian_C/BP_SPGameMonsterFaceEmoteComponent_C,0.038,0.0,0.001,0.00%
6954,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_longmaju_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6955,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_maoyanji_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6956,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_mifeng_C/BP_SPGameMonsterFaceEmoteComponent_C,0.017,0.0,0.001,0.00%
6957,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_nainiu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6958,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_nanguahou_C/BP_SPGameMonsterFaceEmoteComponent_C,0.048,0.0,0.001,0.00%
6959,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_pihuoxi_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6960,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_pupu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6961,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_qianshanniu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6962,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_qingtongniao_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6963,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_rongrongyang_C/BP_SPGameMonsterFaceEmoteComponent_C,0.075,0.0,0.004,0.00%
6964,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_shuimu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.021,0.0,0.002,0.00%
6965,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_songsongyu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6966,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_suanniniu_yazhong_C/BP_SPGameMonsterFaceEmoteComponent_C,0.023,0.0,0.0,0.00%
6967,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_tanglangren_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6968,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_tianlu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6969,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_xingmeng_C/BP_SPGameMonsterFaceEmoteComponent_C,0.078,0.001,0.01,0.00%
6970,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_xizaoe_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6971,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_xuanma_C/BP_SPGameMonsterFaceEmoteComponent_C,0.006,0.0,0.001,0.00%
6972,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_yanshifu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6973,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_yanshishi_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6974,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_yaoshifu_C/BP_SPGameMonsterFaceEmoteComponent_C,0.098,0.008,0.019,0.00%
6975,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_zhaocaiwa_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6976,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_zhuzixiong_C/BP_SPGameMonsterFaceEmoteComponent_C,0.043,0.0,0.003,0.00%
6977,ComponentTickTime/SPGameMonsterFaceEmoteComponent/BP_SP_zidiemiao_C/BP_SPGameMonsterFaceEmoteComponent_C,0.0,0.0,0.0,0.00%
6978,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_ChiYingZhuQue_C/BP_SPGameMonsterStageControlComponent_C,0.016,0.0,0.001,0.00%
6979,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_Cuilingying_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
6980,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_Danxiaogui_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
6981,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_HuZhongJun_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
6982,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_Huojiaoyou_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
6983,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_Kun_C/BP_SPGameMonsterStageControlComponent_C,0.048,0.0,0.002,0.00%
6984,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_LeiDianLu_C/BP_SPGameMonsterStageControlComponent_C,0.05,0.0,0.001,0.00%
6985,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_Moguiyu_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
6986,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_PawnAI_Weidaohui_01_AttackStaves_C/BP_SPGameMonsterStageControlComponent_C,0.031,0.0,0.001,0.00%
6987,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_PawnAI_Weidaohui_01_HealStaves_C/BP_SPGameMonsterStageControlComponent_C,0.017,0.0,0.0,0.00%
6988,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_PawnAI_Weidaohui_02_Pistol_C/BP_SPGameMonsterStageControlComponent_C,0.023,0.0,0.001,0.00%
6989,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_PawnAI_Weidaohui_02_Stick_C/BP_SPGameMonsterStageControlComponent_C,0.013,0.0,0.0,0.00%
6990,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_PawnAI_Weidaohui_04_Heavysword_C/BP_SPGameMonsterStageControlComponent_C,0.03,0.0,0.001,0.00%
6991,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_PawnAI_Weidaohui_04_Shotgun_C/BP_SPGameMonsterStageControlComponent_C,0.035,0.0,0.0,0.00%
6992,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_PawnAI_Xingmozong_01_AttackStaves_C/BP_SPGameMonsterStageControlComponent_C,0.017,0.0,0.0,0.00%
6993,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_PawnAI_Xingmozong_01_Pistol_C/BP_SPGameMonsterStageControlComponent_C,0.074,0.0,0.003,0.00%
6994,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_PawnAI_Xingmozong_04_Sword_C/BP_SPGameMonsterStageControlComponent_C,0.021,0.0,0.002,0.00%
6995,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_ShanXingXing_C/BP_SPGameMonsterStageControlComponent_C,0.045,0.0,0.0,0.00%
6996,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_Suanniniu_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
6997,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_TIANGOU_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
6998,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_Xingxingquan_C/BP_SPGameMonsterStageControlComponent_C,0.017,0.0,0.0,0.00%
6999,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_Yezhu01_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7000,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_Yezhu02_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7001,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_ZhuLiYe_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7002,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_baobaolong_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7003,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_bingbao_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7004,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_boss_yaodiexian_C/BP_SPGameMonsterStageControlComponent_C,0.046,0.0,0.002,0.00%
7005,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_caiji_C/BP_SPGameMonsterStageControlComponent_C,0.073,0.0,0.001,0.00%
7006,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_caodie_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7007,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_chuanshanke_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7008,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_dilaer_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7009,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_fajiaohou_C/BP_SPGameMonsterStageControlComponent_C,0.035,0.0,0.0,0.00%
7010,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_gongchengshi_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7011,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_haolengwa_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7012,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_huasanxi_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7013,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_huiwuyao_C/BP_SPGameMonsterStageControlComponent_C,0.067,0.0,0.006,0.00%
7014,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_huoxiongmao_C/BP_SPGameMonsterStageControlComponent_C,0.0,0.0,0.0,0.00%
7015,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_jingangshu_C/BP_SPGameMonsterStageControlComponent_C,0.002,0.0,0.0,0.00%
7016,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_lanbeike_C/BP_SPGameMonsterStageControlComponent_C,0.015,0.0,0.0,0.00%
7017,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_leihou_C/BP_SPGameMonsterStageControlComponent_C,0.025,0.0,0.002,0.00%
7018,ComponentTickTime/SPGameMonsterStageControlComponent/BP_SP_linhexian_C/BP_SPGameMonsterStageControlComponent_C,0.022,0.0,0.0,0.00%
